Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value,Revenue USD Mil,Gross Margin %,Operating Income USD Mil,Operating Margin %,Net Income USD Mil,Earnings Per Share USD,Shares Mil,Book Value Per Share * USD,Operating Cash Flow USD Mil,Cap Spending USD Mil,Free Cash Flow USD Mil,Free Cash Flow Per Share * USD,Working Capital USD Mil,COGS,Gross Margin,SG&A,R&D,Operating Margin,Net Int Inc & Other,EBT Margin,Net Margin %,Asset Turnover (Average),Return on Assets %,Return on Equity %,Return on Invested Capital %,Interest Coverage,Year over Year,3-Year Average,5-Year Average,10-Year Average,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover
8/17/17,1799.98,1826.35,1799.98,2.13648E+13,1063825333,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/16/17,1828.48,1834.04,1825.83,2.17031E+13,6083652520,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/15/17,1825.85,1830.23,1824.53,2.16681E+13,4327330234,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/14/17,1828,1829.4,1819.31,2.16936E+13,1120404768,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/11/17,1809.26,1813.65,1806.39,2.14712E+13,1473221862,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/10/17,1806.64,1826.67,1806.38,2.14401E+13,7368279943,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/9/17,1833.86,1834.11,1826.3,2.17646E+13,2462103569,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/8/17,1836.33,1848.86,1833.06,2.18093E+13,2511756983,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/7/17,1840.77,1840.82,1836.9,2.1862E+13,570354024,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/4/17,1838.03,1839.43,1834.11,2.18347E+13,379423886,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/3/17,1833.78,1837.22,1831.46,2.17843E+13,3818828766,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/2/17,1837.83,1841.22,1829.76,2.18338E+13,3827420415,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
8/1/17,1839.16,1841.19,1835.48,2.18499E+13,136869172,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/31/17,1834.89,1840.34,1832.8,2.17991E+13,88225080,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/28/17,1836,1837.04,1831.23,2.18128E+13,995222735,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/27/17,1838.99,1846.08,1827.87,2.18483E+13,1502229848,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/26/17,1841.77,1845.26,1839.95,2.18823E+13,85720970,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/25/17,1842.68,1845.58,1840.43,2.18932E+13,40401532,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/24/17,1836.17,1838.16,1832.89,2.18159E+13,419153067,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/21/17,1837.15,1837.15,1832.33,2.18275E+13,7509169,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/20/17,1838.55,1841.48,1834.95,2.18441E+13,1545337340,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/19/17,1838.7,1838.7,1831.24,2.18497E+13,1848871975,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/18/17,1828.21,1828.46,1820.81,2.17104E+13,427374524,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/17/17,1827.67,1830.31,1825.67,2.17067E+13,677252372,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/14/17,1827.49,1830.83,1818.7,2.17046E+13,351241879,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/13/17,1819.63,1820.41,1814.14,2.16138E+13,640729400,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/12/17,1816.13,1818.31,1811.76,2.15723E+13,1694422922,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/11/17,1803.22,1805.71,1793.53,2.14187E+13,349517141,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/10/17,1803.46,1806.98,1800.44,2.14217E+13,31076900,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/7/17,1802.92,1803.86,1794.12,2.14152E+13,262738327,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/6/17,1790.57,1802.52,1789.04,2.12685E+13,6801468429,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/5/17,1809.15,1810.79,1801.72,2.14892E+13,3623093386,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
7/3/17,1807.59,1814.41,1807.27,2.14705E+13,1927692074,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/30/17,1802.63,1809.38,1801.11,2.14116E+13,1025668345,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/29/17,1800.02,1817.09,1789.06,2.13807E+13,1049056732,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/28/17,1815.22,1816.83,1804.8,2.15612E+13,5097120452,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/27/17,1798.32,1814.36,1798.32,2.13597E+13,113857585,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/26/17,1813.31,1821.36,1810.93,2.15377E+13,249861346,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/23/17,1812.33,1814.05,1805.78,2.1528E+13,58207548,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/22/17,1808.01,1812.97,1806.25,2.14767E+13,272593349,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/21/17,1807.98,1814.04,1804.79,2.14764E+13,1730043230,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/20/17,1809.61,1819.17,1809.34,2.14957E+13,517566477,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/19/17,1822.67,1822.98,1814.47,2.16508E+13,279357082,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
6/16/17,1807.74,1807.74,1800,2.15867E+13,263500203,5329.00,34.20,152.00,2.90,43.00,0.04,1039.00,0.54,68.00,-113.00,-45.00,-0.23,1136.00,65.79,34.21,9.59,21.77,2.85,-1.56,1.29,0.81,1.55,1.25,8.37,6.62,1.55,24.74,-1.08,-0.35,-1.20,2.12,-0.84,-1.05,33.47,11.30,20.88,8.42,74.07,7.37,14.92,3.64,100.00,10.85,1.98,8.31,20.85,41.98,37.43,3.33,82.74,17.26,100.00,1.76,1.07,5.79,2.17,24.35,77.56,42.89,59.02,14.99,4.71,25.08,1.55
