Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value,Revenue USD Mil,Gross Margin %,Operating Income USD Mil,Operating Margin %,Net Income USD Mil,Earnings Per Share USD,Shares Mil,Book Value Per Share * USD,Operating Cash Flow USD Mil,Cap Spending USD Mil,Free Cash Flow USD Mil,Free Cash Flow Per Share * USD,Working Capital USD Mil,COGS,Gross Margin,SG&A,R&D,Operating Margin,Net Int Inc & Other,EBT Margin,Net Margin %,Asset Turnover (Average),Return on Assets %,Return on Equity %,Return on Invested Capital %,Interest Coverage,Year over Year,3-Year Average,5-Year Average,10-Year Average,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover
6/21/12,980.22,1004.58,979.47,1.44272E+13,1973795492,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/20/12,1002.95,1007.49,996.19,1.4762E+13,688645589,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/19/12,1004.36,1008.26,995.35,1.47847E+13,676066938,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/18/12,993.79,996.25,985.19,1.46293E+13,373560487,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/15/12,991.72,992.1,981.71,1.46178E+13,112326017,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/14/12,981.5,984.65,970.47,1.44672E+13,301194604,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/13/12,971.22,981.27,968.09,1.43157E+13,5196163712,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/12/12,979.02,979.2,965.78,1.44326E+13,318187289,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/11/12,967.63,988.97,966.8,1.42647E+13,585026252,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/8/12,981.51,981.74,967.57,1.44693E+13,312240986,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/7/12,973.22,984.97,971.72,1.43471E+13,767223842,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/6/12,974.4,974.4,954.59,1.43645E+13,3433075781,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/5/12,952.46,953.8,942.65,1.40438E+13,419218780,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/4/12,945.8,950.02,937.11,1.39456E+13,367666984,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
6/1/12,946.31,966.8,945.75,1.39532E+13,656962069,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/31/12,971.39,977.98,962.41,1.43229E+13,1339309641,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/30/12,973.52,985.9,971.67,1.43548E+13,3767544830,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/29/12,988.33,990.1,979.56,1.45697E+13,2016059314,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/25/12,977.09,981.18,974.38,1.44041E+13,100892315,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/24/12,978.76,980.92,970.74,1.44289E+13,1929254310,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/23/12,977.26,978.61,960.03,1.44068E+13,619908098,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/22/12,975.02,983.87,970.1,1.43676E+13,314771381,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/21/12,974.75,975,958.44,1.43637E+13,249610222,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/18/12,958.37,971.5,956.05,1.41223E+13,117231582,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/17/12,966.09,983.97,966.09,1.42361E+13,1533019465,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/16/12,982.71,995.63,982.65,1.44812E+13,4074908915,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/15/12,987.56,997.96,985.78,1.45271E+13,2458786957,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/14/12,992.86,999.62,991.53,1.46054E+13,1370211906,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/11/12,1004.5,1012.96,1000.51,1.47767E+13,1726165956,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/10/12,1007.32,1012.96,1005.01,1.48184E+13,3720778651,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/9/12,1004.75,1011.09,995.73,1.47806E+13,4063656347,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/8/12,1011.25,1012.49,998.61,1.48718E+13,1848414272,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/7/12,1015.33,1018.42,1011.09,1.49319E+13,255788284,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/4/12,1014.77,1027.21,1013.86,1.49235E+13,370497725,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/3/12,1031.28,1040.79,1028.98,1.51663E+13,2405293440,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/2/12,1040.66,1041.58,1033.47,1.5308E+13,1574792039,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
5/1/12,1042.39,1050.57,1035.71,1.53325E+13,53844036,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
4/30/12,1037.31,1040.87,1034.72,1.52592E+13,254259432,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
4/27/12,1042.19,1044.43,1036.43,1.5331E+13,299869190,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
4/26/12,1038.91,1040.53,1029.31,1.52829E+13,1145753445,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
4/25/12,1031.55,1031.95,1024.11,1.51745E+13,1745963117,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
4/24/12,1016.99,1019.83,1013.46,1.49605E+13,83701687,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
4/23/12,1013.59,1017.41,1007,1.49105E+13,274282993,5422.00,22.80,-956.00,-17.60,-1183.00,-1.60,741.00,0.75,-338.00,-133.00,-471.00,-0.64,868.00,77.22,22.78,15.18,24.97,-17.63,-4.81,-22.45,-21.82,1.21,-26.42,-111.18,-33.00,-5.95,-17.45,0.12,-2.05,7.23,2.45,-8.69,0.40,25.05,15.75,14.05,1.78,56.63,16.45,16.23,10.70,100.00,6.95,0.13,7.83,20.03,34.92,50.92,0.70,86.55,13.45,100.00,1.62,1.17,7.43,3.79,52.13,45.24,35.65,61.73,7.00,8.07,7.84,1.21
